subject,version,assignmentId,trial,attribute,original_or_followup,signed_weights,full_or_lex,rating,least_preferred,most_preferred,rt,rt2,stamp,id
5c660497076e4e0001290b6c,ma_choice_v3_pilot3,5c660497076e4e0001290b6c,5,Amount of natural light,direction,2,2,-1,Very Little,A Lot,3958,,2022-01-26 20:05:33,2997
5c660497076e4e0001290b6c,ma_choice_v3_pilot3,5c660497076e4e0001290b6c,1,Proximity to cafes/restaurants,direction,2,2,-1,25 min away,5 min away,8053,,2022-01-26 20:05:41,2998
5c660497076e4e0001290b6c,ma_choice_v3_pilot3,5c660497076e4e0001290b6c,2,Proximity to public transportation,direction,2,2,-1,25 min away,5 min away,4013,,2022-01-26 20:05:45,2999
5c660497076e4e0001290b6c,ma_choice_v3_pilot3,5c660497076e4e0001290b6c,6,Year building was built,direction,2,2,-1,1950,1985,8654,,2022-01-26 20:05:54,3000
5c660497076e4e0001290b6c,ma_choice_v3_pilot3,5c660497076e4e0001290b6c,4,Reputation of closest school,direction,2,2,-1,Very Bad,Very Good,5509,,2022-01-26 20:05:59,3001
5c660497076e4e0001290b6c,ma_choice_v3_pilot3,5c660497076e4e0001290b6c,9,Quality of heat/AC system,direction,2,2,-1,Very Bad,Very Good,3868,,2022-01-26 20:06:03,3002
5c660497076e4e0001290b6c,ma_choice_v3_pilot3,5c660497076e4e0001290b6c,0,Proximity to parks,direction,2,2,-1,25 min away,5 min away,3957,,2022-01-26 20:06:07,3003
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,10,Amount of traffic,original,2,2,12,,,5874,,2022-01-26 20:07:48,3004
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,0,Proximity to parks,original,2,2,11,,,9802,,2022-01-26 20:07:58,3005
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,6,Year building was built,original,2,2,25,,,2594,,2022-01-26 20:08:00,3006
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,8,Washer/dryer in unit,original,2,2,74,,,4726,,2022-01-26 20:08:05,3007
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,1,Proximity to cafes/restaurants,original,2,2,18,,,4385,,2022-01-26 20:08:09,3008
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,11,Size of home,original,2,2,32,,,3470,,2022-01-26 20:08:13,3009
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,4,Reputation of closest school,original,2,2,25,,,2726,,2022-01-26 20:08:16,3010
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,9,Quality of heat/AC system,original,2,2,79,,,3267,,2022-01-26 20:08:19,3011
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,4,Reputation of closest school,original,2,2,0,,,4132,,2022-01-26 20:08:24,3012
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,2,Proximity to public transportation,original,2,2,14,,,4882,,2022-01-26 20:08:24,3013
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,7,Size of yard,original,2,2,19,,,2348,,2022-01-26 20:08:26,3014
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,5,Amount of natural light,original,2,2,12,,,3230,,2022-01-26 20:08:27,3015
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,5,Amount of natural light,original,2,2,7,,,2360,,2022-01-26 20:08:28,3016
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,2,Proximity to public transportation,original,2,2,12,,,3161,,2022-01-26 20:08:30,3017
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,3,Noise pollution,original,2,2,14,,,3106,,2022-01-26 20:08:32,3018
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,8,Washer/dryer in unit,original,2,2,37,,,3554,,2022-01-26 20:08:34,3019
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,0,Proximity to parks,original,2,2,2,,,2896,,2022-01-26 20:08:37,3020
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,1,Proximity to cafes/restaurants,original,2,2,12,,,4348,,2022-01-26 20:08:41,3021
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,5,Amount of natural light,followup,2,2,,,,,,2022-01-26 20:08:44,3022
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,0,Proximity to parks,followup,2,2,,,,,,2022-01-26 20:08:44,3023
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,7,Size of yard,followup,2,2,,,,,,2022-01-26 20:08:44,3024
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,9,Quality of heat/AC system,followup,2,2,,,,,,2022-01-26 20:08:44,3025
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,8,Washer/dryer in unit,followup,2,2,,,,,,2022-01-26 20:08:44,3026
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,11,Size of home,followup,2,2,,,,,,2022-01-26 20:08:44,3027
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,1,Proximity to cafes/restaurants,followup,2,2,,,,,,2022-01-26 20:08:44,3028
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,10,Amount of traffic,followup,2,2,,,,,,2022-01-26 20:08:44,3029
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,2,Proximity to public transportation,followup,2,2,,,,,,2022-01-26 20:08:44,3030
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,6,Year building was built,followup,2,2,,,,,,2022-01-26 20:08:44,3031
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,3,Noise pollution,followup,2,2,,,,,,2022-01-26 20:08:44,3032
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,4,Reputation of closest school,followup,2,2,,,,,,2022-01-26 20:08:44,3033
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,7,Size of yard,original,2,2,62,,,3360,,2022-01-26 20:08:44,3034
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,3,Noise pollution,original,2,2,87,,,3895,,2022-01-26 20:08:48,3035
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,9,Quality of heat/AC system,original,2,2,38,,,3722,,2022-01-26 20:08:52,3036
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,10,Amount of traffic,original,2,2,75,,,3302,,2022-01-26 20:08:55,3037
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,6,Year building was built,original,2,2,50,,,3545,,2022-01-26 20:08:59,3038
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,11,Size of home,original,2,2,87,,,4210,,2022-01-26 20:09:03,3039
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,3,Noise pollution,direction,2,2,-1,Very High,Very Low,10259,,2022-01-26 20:09:10,3040
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,4,Reputation of closest school,followup,2,2,,,,,,2022-01-26 20:09:15,3041
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,9,Quality of heat/AC system,followup,2,2,,,,,,2022-01-26 20:09:15,3042
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,2,Proximity to public transportation,followup,2,2,,,,,,2022-01-26 20:09:15,3043
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,6,Year building was built,followup,2,2,,,,,,2022-01-26 20:09:15,3044
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,5,Amount of natural light,followup,2,2,,,,,,2022-01-26 20:09:15,3045
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,10,Amount of traffic,followup,2,2,,,,,,2022-01-26 20:09:15,3046
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,1,Proximity to cafes/restaurants,followup,2,2,,,,,,2022-01-26 20:09:15,3047
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,8,Washer/dryer in unit,followup,2,2,,,,,,2022-01-26 20:09:15,3048
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,0,Proximity to parks,followup,2,2,,,,,,2022-01-26 20:09:15,3049
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,7,Size of yard,followup,2,2,,,,,,2022-01-26 20:09:15,3050
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,11,Size of home,followup,2,2,,,,,,2022-01-26 20:09:15,3051
5eff8ffb5819b1074680077c,ma_choice_v3_pilot3,5eff8ffb5819b1074680077c,3,Noise pollution,followup,2,2,,,,,,2022-01-26 20:09:15,3052
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,8,Washer/dryer in unit,direction,2,2,-1,No,Yes,6922,,2022-01-26 20:09:17,3053
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,1,Proximity to cafes/restaurants,direction,2,2,-1,25 min away,5 min away,5586,,2022-01-26 20:09:23,3054
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,10,Amount of traffic,direction,2,2,-1,A Lot,Very Little,3726,,2022-01-26 20:09:26,3055
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,9,Quality of heat/AC system,direction,2,2,-1,Very Bad,Very Good,3385,,2022-01-26 20:09:30,3056
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,6,Year building was built,direction,2,2,-1,1950,2020,4263,,2022-01-26 20:09:34,3057
5dcca2db88381e92c96b9ac5,ma_choice_v3_pilot3,5dcca2db88381e92c96b9ac5,5,Amount of natural light,direction,2,2,-1,Very Little,A Lot,4356,,2022-01-26 20:09:38,3058
