1,NA,NA,NA,2,2,NA,NA,1,3,NA,2,4,NA,NA,NA,1,NA
1,4,NA,NA,NA,NA,2,NA,NA,NA,3,5,3,NA,3,NA,NA,1355
1,1,2,5,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,2,NA
1,NA,NA,1,NA,NA,NA,NA,2,3,3,NA,2,1,NA,NA,1,NA
1,3,2,NA,2,NA,5,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1130
1,NA,NA,NA,NA,2,3,NA,NA,3,NA,2,NA,1,2,1,NA,NA
1,NA,2,5,NA,NA,NA,4,NA,4,4,NA,NA,3,3,NA,NA,NA
1,NA,2,3,1,NA,NA,2,NA,NA,NA,NA,4,4,NA,2,NA,NA
1,NA,2,NA,1,NA,4,NA,NA,NA,1,NA,3,NA,5,NA,1,NA
1,3,NA,2,NA,NA,2,NA,1,NA,4,1,NA,NA,NA,1,NA,NA
1,1,NA,1,NA,NA,NA,NA,NA,5,NA,NA,4,2,4,NA,NA,1390
1,NA,2,NA,2,2,NA,NA,NA,NA,2,NA,3,2,NA,NA,2,NA
1,NA,NA,5,NA,NA,NA,NA,1,4,NA,4,NA,1,NA,1,NA,629
1,4,2,2,1,NA,3,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA
1,4,2,NA,2,NA,2,NA,3,2,NA,NA,NA,3,NA,NA,NA,NA
1,NA,NA,NA,1,1,NA,3,NA,5,NA,NA,4,NA,2,NA,NA,831
1,1,1,NA,NA,NA,1,NA,2,NA,3,NA,NA,2,NA,NA,NA,830
1,2,NA,NA,NA,2,4,NA,NA,5,NA,NA,2,NA,NA,NA,1,1850
1,NA,NA,3,NA,NA,2,4,2,2,NA,NA,NA,NA,NA,NA,1,557
1,NA,NA,NA,NA,2,2,4,2,NA,NA,NA,3,4,NA,NA,2,NA
1,2,2,1,NA,NA,5,5,NA,NA,NA,NA,4,NA,3,NA,NA,NA
1,NA,NA,2,1,NA,5,NA,1,NA,1,NA,3,NA,1,NA,NA,NA
1,2,1,3,NA,NA,NA,5,NA,NA,NA,3,NA,2,4,NA,NA,NA
1,4,2,4,NA,NA,4,NA,3,NA,NA,NA,NA,1,NA,NA,2,NA
1,NA,1,2,NA,NA,3,NA,3,1,NA,NA,NA,5,NA,1,NA,NA
1,4,NA,2,2,NA,4,2,NA,NA,NA,NA,NA,2,NA,NA,1,NA
1,NA,NA,2,NA,1,NA,NA,NA,NA,2,5,4,NA,NA,1,NA,616
1,1,NA,NA,NA,NA,NA,1,3,3,NA,3,3,NA,NA,2,NA,NA
1,NA,NA,NA,NA,NA,NA,5,3,5,4,NA,NA,5,NA,2,NA,961
1,1,2,3,2,NA,NA,NA,2,NA,5,NA,NA,1,NA,NA,NA,NA
1,NA,NA,NA,NA,2,NA,5,2,1,1,NA,NA,2,NA,1,NA,NA
1,3,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,4,2,1,NA
1,NA,NA,5,NA,2,NA,NA,3,NA,NA,3,NA,1,NA,NA,1,1478
1,3,1,2,NA,1,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA
1,NA,NA,4,NA,NA,2,5,NA,NA,NA,NA,3,NA,5,2,1,NA
1,NA,2,NA,1,2,NA,1,NA,NA,2,4,4,NA,NA,NA,NA,NA
1,3,NA,NA,NA,1,NA,4,NA,NA,1,2,NA,2,5,NA,NA,NA
1,4,1,NA,2,NA,NA,NA,3,NA,NA,NA,4,NA,2,NA,NA,839
1,NA,2,NA,NA,1,NA,4,NA,1,3,NA,NA,NA,NA,1,NA,1178
1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,4,5,2,NA,2,NA
1,4,NA,NA,NA,NA,NA,5,NA,2,5,NA,1,NA,3,NA,NA,1759
1,1,NA,1,NA,1,NA,NA,2,NA,5,NA,2,NA,NA,NA,NA,1881
1,NA,NA,1,NA,1,NA,4,NA,NA,NA,NA,1,3,NA,2,2,NA
1,4,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,599
1,NA,2,NA,1,NA,4,NA,NA,NA,1,NA,3,NA,NA,2,2,NA
1,4,NA,NA,NA,NA,4,2,3,4,NA,NA,NA,NA,4,NA,NA,1203
1,NA,NA,NA,2,NA,1,5,2,NA,NA,NA,NA,NA,2,2,NA,1945
1,2,1,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,2,2,837
1,NA,1,NA,1,NA,NA,2,NA,2,3,3,NA,2,NA,NA,NA,NA
1,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,3,1,1,NA
1,1,NA,NA,2,NA,NA,NA,2,1,5,4,NA,3,NA,NA,NA,NA
1,NA,1,5,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,1243
1,NA,2,NA,NA,2,3,NA,3,2,NA,NA,NA,NA,NA,1,2,NA
1,NA,NA,NA,NA,2,NA,NA,NA,1,5,2,NA,5,5,NA,NA,1665
1,NA,NA,NA,NA,2,NA,NA,2,NA,1,1,NA,NA,2,1,NA,507
1,3,NA,NA,NA,2,NA,NA,3,3,NA,NA,4,NA,3,NA,1,NA
1,NA,1,NA,NA,2,NA,5,NA,NA,3,NA,1,NA,5,NA,1,NA
1,NA,NA,NA,2,NA,NA,1,NA,5,NA,3,NA,NA,3,1,2,NA
1,NA,1,NA,NA,1,1,4,1,NA,NA,NA,3,NA,NA,1,NA,NA
1,NA,NA,2,NA,NA,5,1,2,5,NA,NA,NA,4,2,NA,NA,NA
1,NA,NA,NA,2,NA,3,3,NA,NA,NA,NA,1,NA,4,2,1,NA
1,NA,2,2,NA,NA,NA,NA,3,4,NA,NA,1,3,NA,2,NA,NA
1,NA,NA,4,1,NA,NA,1,NA,3,NA,NA,NA,3,4,NA,2,NA
1,NA,2,NA,NA,NA,5,NA,1,3,NA,NA,4,NA,5,NA,NA,1701
1,NA,NA,NA,2,1,4,NA,NA,5,NA,NA,3,NA,NA,2,NA,843
1,NA,1,NA,NA,2,1,5,NA,5,NA,NA,NA,NA,2,2,NA,NA
1,2,NA,NA,NA,1,NA,1,NA,NA,3,NA,NA,NA,4,1,1,NA
1,NA,1,NA,NA,NA,2,NA,3,NA,NA,5,1,NA,NA,2,1,NA
1,NA,NA,NA,NA,NA,5,NA,NA,2,NA,3,4,2,NA,NA,1,728
1,NA,NA,NA,NA,NA,4,NA,NA,4,5,3,1,NA,NA,2,NA,1938
1,NA,NA,4,NA,2,NA,2,NA,NA,NA,4,NA,3,4,1,NA,NA
1,NA,2,NA,NA,NA,3,2,NA,3,NA,4,NA,NA,1,1,NA,NA
1,NA,NA,1,NA,NA,NA,1,1,NA,4,NA,NA,3,NA,NA,2,747
1,1,NA,NA,2,2,NA,NA,NA,NA,1,NA,3,3,NA,1,NA,NA
1,2,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,NA
2,NA,NA,NA,NA,2,NA,NA,1,NA,1,3,NA,3,5,NA,NA,859
2,4,NA,5,NA,NA,2,NA,1,3,NA,NA,NA,5,NA,2,NA,NA
