2,4,NA,1,NA,NA,3,NA,2,4,NA,NA,NA,3,NA,2,NA,NA
2,3,NA,NA,NA,1,2,1,NA,3,NA,5,NA,NA,NA,NA,1,NA
2,3,NA,5,2,NA,4,NA,3,NA,NA,5,NA,NA,NA,1,NA,NA
2,NA,1,2,2,NA,NA,3,NA,NA,3,NA,NA,NA,NA,1,NA,809
2,NA,2,NA,NA,2,5,NA,3,NA,NA,5,NA,NA,2,NA,1,NA
2,NA,1,2,NA,NA,2,NA,1,NA,3,NA,NA,1,NA,NA,NA,1096
2,3,2,NA,2,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,986
2,NA,1,NA,NA,NA,4,NA,1,NA,NA,NA,4,4,NA,1,NA,1942
2,1,NA,NA,NA,NA,5,4,NA,NA,NA,5,2,NA,1,1,NA,NA
2,NA,NA,5,NA,2,NA,1,NA,2,3,NA,NA,NA,NA,NA,2,1544
2,4,NA,NA,NA,2,5,NA,NA,NA,2,NA,2,NA,1,NA,NA,1315
2,NA,NA,NA,NA,NA,4,4,NA,1,4,NA,NA,NA,5,NA,1,1776
2,NA,1,3,NA,1,NA,NA,NA,NA,NA,5,4,NA,NA,1,NA,1168
2,1,NA,NA,1,NA,NA,2,NA,5,5,4,NA,NA,NA,NA,2,NA
2,NA,NA,NA,1,NA,NA,NA,1,NA,5,1,4,5,NA,NA,2,NA
2,NA,NA,5,NA,NA,NA,4,NA,1,NA,NA,1,NA,5,2,NA,1930
2,4,NA,NA,NA,NA,1,NA,3,5,NA,NA,4,NA,2,1,NA,NA
2,NA,1,NA,NA,1,NA,1,3,5,NA,NA,NA,5,NA,NA,1,NA
2,NA,2,NA,NA,NA,5,NA,3,NA,5,4,3,NA,NA,1,NA,NA
2,NA,NA,2,2,NA,NA,3,NA,2,NA,5,4,NA,NA,1,NA,NA
2,NA,NA,NA,NA,1,2,NA,2,2,4,NA,NA,NA,NA,1,1,NA
2,4,NA,4,NA,NA,NA,2,NA,4,NA,4,NA,2,2,NA,NA,NA
2,NA,1,3,1,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA
2,NA,1,5,1,NA,4,NA,NA,5,3,NA,NA,4,NA,NA,NA,NA
2,4,NA,4,NA,NA,NA,NA,NA,5,3,NA,NA,NA,4,NA,2,1353
2,NA,NA,5,NA,2,NA,3,NA,NA,2,NA,NA,5,NA,2,NA,1751
2,NA,1,NA,NA,NA,NA,2,NA,5,NA,1,NA,NA,NA,2,2,656
2,3,2,5,NA,2,1,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA
2,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,3,2,NA,1,2,NA
2,NA,2,1,NA,NA,3,NA,3,NA,2,3,NA,NA,NA,2,NA,NA
2,2,2,NA,NA,NA,NA,3,NA,NA,3,4,NA,NA,4,NA,NA,1376
2,NA,2,5,NA,1,NA,4,NA,NA,2,NA,2,NA,2,NA,NA,NA
2,4,NA,NA,NA,NA,5,4,2,3,NA,NA,NA,NA,NA,1,2,NA
2,3,NA,NA,1,1,NA,NA,NA,2,NA,5,NA,NA,NA,NA,1,1610
2,NA,1,NA,NA,1,NA,4,NA,NA,2,1,3,NA,1,NA,NA,NA
2,NA,2,NA,NA,NA,4,NA,NA,5,3,NA,NA,NA,2,1,NA,500
2,2,NA,3,NA,NA,NA,4,NA,2,NA,NA,NA,NA,4,2,NA,597
2,3,1,5,NA,NA,NA,NA,NA,NA,2,NA,4,NA,4,NA,2,NA
2,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,2,2,2,NA,2,NA
2,1,2,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,2,2,1,NA
2,3,2,NA,1,NA,NA,NA,NA,4,5,2,NA,NA,NA,1,NA,NA
2,2,NA,NA,NA,NA,1,NA,2,2,1,3,NA,NA,2,NA,NA,NA
2,NA,2,4,NA,1,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,1266
2,NA,1,NA,NA,NA,4,5,NA,2,NA,4,NA,NA,2,NA,1,NA
2,NA,NA,1,NA,NA,1,2,NA,3,4,2,2,NA,NA,NA,NA,NA
2,NA,1,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,1,1,1,1774
2,3,NA,1,NA,NA,NA,NA,2,NA,NA,3,NA,4,NA,NA,1,698
2,2,NA,2,NA,2,NA,3,3,NA,2,2,NA,NA,NA,NA,NA,NA
2,NA,2,NA,2,NA,2,NA,3,1,NA,NA,NA,2,NA,NA,NA,1121
2,4,1,NA,NA,1,NA,4,NA,NA,4,NA,1,NA,NA,NA,NA,951
2,4,1,3,NA,NA,NA,NA,3,4,1,NA,NA,NA,4,NA,NA,NA
2,NA,NA,3,1,2,NA,3,NA,1,NA,NA,2,NA,NA,NA,2,NA
2,NA,NA,1,2,NA,1,3,2,NA,NA,3,4,NA,NA,NA,NA,NA
2,1,NA,NA,NA,1,NA,4,1,1,NA,NA,NA,5,NA,NA,1,NA
2,NA,NA,1,NA,1,3,NA,3,5,1,NA,NA,3,NA,NA,NA,NA
2,1,2,NA,NA,NA,NA,1,1,1,NA,NA,2,1,NA,NA,NA,NA
2,3,2,2,NA,1,NA,NA,3,NA,NA,NA,4,NA,5,NA,NA,NA
2,NA,NA,NA,NA,2,4,NA,1,NA,NA,1,NA,NA,1,NA,2,1971
2,4,NA,NA,2,NA,1,NA,3,4,NA,NA,4,NA,NA,NA,NA,1456
2,3,1,NA,NA,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,1,1349
2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,847
2,NA,1,3,NA,NA,3,4,NA,NA,NA,1,NA,5,4,NA,NA,NA
2,3,NA,2,NA,NA,NA,1,NA,3,NA,NA,NA,3,NA,1,NA,1216
2,3,NA,NA,NA,1,NA,4,NA,5,NA,NA,NA,4,NA,2,1,NA
2,NA,NA,NA,NA,NA,NA,5,1,NA,1,2,NA,4,NA,NA,1,1866
2,NA,NA,NA,NA,1,2,NA,2,5,NA,NA,NA,3,NA,NA,2,566
2,NA,1,2,NA,NA,NA,3,NA,NA,3,NA,2,NA,3,NA,2,NA
2,2,NA,NA,1,2,NA,NA,1,3,3,NA,NA,3,NA,NA,NA,NA
2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,4,NA,5,1,2,NA,497
2,3,NA,NA,NA,NA,NA,NA,2,1,NA,3,NA,NA,1,NA,1,1347
2,NA,2,4,NA,NA,NA,NA,1,NA,2,2,NA,NA,5,NA,NA,991
2,4,NA,NA,2,NA,2,NA,3,2,NA,1,NA,NA,NA,NA,NA,1601
2,NA,NA,NA,1,NA,3,NA,NA,1,NA,NA,1,2,5,NA,NA,1160
2,2,1,NA,2,NA,NA,3,NA,NA,NA,NA,NA,3,3,2,NA,NA
3,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,2,4,5,NA,1,1841
3,NA,NA,1,NA,NA,NA,1,NA,5,2,NA,NA,NA,1,NA,1,1231
3,NA,1,5,NA,1,1,5,NA,NA,NA,1,NA,NA,4,NA,NA,NA
3,NA,1,NA,2,NA,NA,NA,NA,3,NA,NA,4,4,NA,1,NA,847
3,NA,NA,NA,NA,2,2,5,1,NA,3,2,NA,NA,NA,1,NA,NA
3,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,3,NA,3,2,2,1731
3,NA,NA,NA,NA,NA,NA,NA,3,NA,4,3,NA,3,NA,2,2,1050
3,4,NA,NA,2,NA,NA,5,NA,1,NA,5,4,NA,NA,NA,NA,1547
3,1,1,NA,NA,NA,4,3,NA,NA,NA,1,NA,NA,3,NA,1,NA
3,3,NA,2,2,NA,NA,NA,NA,4,NA,NA,NA,4,3,NA,NA,1092
3,2,NA,NA,2,1,3,4,NA,NA,3,NA,NA,NA,NA,1,NA,NA
3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,1,2,3,NA,1,1,NA
3,2,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,2,2,1,1,NA
3,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA
3,4,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,3,1,NA,491
3,2,2,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,2,1,NA
3,NA,NA,4,2,NA,1,NA,NA,1,NA,3,3,NA,NA,NA,NA,1105
3,NA,NA,3,NA,NA,NA,4,NA,NA,4,3,2,NA,3,NA,NA,1778
3,NA,2,NA,1,NA,5,NA,2,NA,NA,NA,3,NA,3,NA,1,NA
3,NA,1,NA,NA,2,1,1,NA,NA,5,NA,NA,NA,NA,NA,1,695
3,NA,1,NA,NA,NA,4,NA,NA,NA,NA,4,4,NA,1,1,NA,1597
3,NA,NA,5,1,NA,1,4,2,NA,4,NA,NA,4,NA,NA,NA,NA
3,4,NA,2,NA,NA,NA,2,NA,4,NA,NA,4,NA,NA,1,NA,1437
3,NA,NA,2,1,NA,NA,5,NA,2,NA,4,NA,1,NA,1,NA,NA
3,3,NA,5,2,NA,5,NA,NA,3,NA,NA,NA,NA,1,NA,NA,1612
3,1,1,NA,1,NA,NA,NA,2,NA,1,5,NA,NA,NA,NA,2,NA
3,NA,2,1,NA,1,NA,5,NA,1,2,NA,NA,2,NA,NA,NA,NA
3,NA,NA,5,NA,NA,NA,NA,1,NA,1,5,NA,NA,4,2,2,NA
3,1,NA,4,NA,1,4,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA
3,NA,1,NA,1,2,NA,NA,NA,NA,1,NA,1,5,1,NA,NA,NA
3,4,NA,3,NA,2,3,NA,3,NA,NA,NA,3,4,NA,NA,NA,NA
3,NA,NA,NA,1,NA,3,NA,NA,NA,5,5,3,1,1,NA,NA,NA
3,4,1,NA,NA,1,3,NA,NA,NA,NA,NA,3,NA,NA,2,NA,1190
3,NA,2,3,2,NA,NA,NA,NA,5,NA,1,NA,4,5,NA,NA,NA
3,NA,NA,1,2,NA,2,3,NA,NA,1,NA,NA,NA,1,NA,NA,1529
3,4,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,3,5,NA,2,NA
3,NA,1,NA,NA,1,NA,2,NA,NA,2,1,NA,5,NA,NA,2,NA
3,NA,2,4,1,NA,NA,4,NA,NA,NA,NA,NA,4,1,2,NA,NA
3,NA,1,NA,1,NA,NA,NA,NA,NA,2,2,2,NA,1,NA,NA,457
3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,5,3,NA,1,2,2,NA
3,3,NA,NA,NA,NA,3,NA,NA,3,3,NA,1,NA,1,2,NA,NA
3,NA,NA,NA,2,NA,NA,NA,2,3,2,4,NA,NA,NA,2,1,NA
3,NA,1,4,NA,2,NA,NA,2,NA,3,NA,NA,1,NA,2,NA,NA
3,4,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,4,2,NA,NA,1417
3,NA,NA,NA,NA,2,2,NA,2,5,NA,NA,NA,5,NA,NA,1,1297
3,NA,NA,NA,2,NA,5,NA,3,NA,4,NA,2,NA,1,NA,2,NA
3,NA,2,NA,1,2,3,NA,3,NA,2,NA,NA,2,NA,NA,NA,NA
3,NA,2,4,NA,1,NA,4,NA,4,NA,NA,NA,NA,4,NA,1,NA
3,2,2,1,NA,NA,NA,2,NA,NA,4,NA,NA,4,NA,NA,2,NA
3,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,5,3,1,NA,NA
3,NA,NA,NA,2,NA,4,NA,2,NA,1,5,NA,NA,5,NA,NA,1143
3,4,2,5,NA,NA,NA,NA,NA,NA,5,NA,NA,5,4,1,NA,NA
3,NA,1,NA,NA,NA,NA,2,2,NA,2,NA,3,4,NA,1,NA,NA
3,NA,NA,2,NA,NA,NA,5,NA,NA,2,NA,1,NA,NA,2,1,861
3,4,1,NA,2,NA,NA,1,2,NA,2,NA,2,NA,NA,NA,NA,NA
3,NA,NA,1,2,NA,NA,NA,NA,3,NA,3,3,3,NA,NA,1,NA
3,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,1,3,2,NA,514
3,3,2,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,1,2,689
3,1,2,NA,2,NA,NA,4,NA,4,NA,3,2,NA,NA,NA,NA,NA
3,NA,1,NA,1,NA,NA,3,NA,NA,5,NA,4,1,3,NA,NA,NA
3,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,4,NA,1,2,2,1164
3,4,NA,NA,NA,NA,3,NA,1,NA,2,NA,3,2,NA,NA,NA,1346
3,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,1,NA,4,NA,1,1445
3,2,NA,NA,NA,NA,NA,NA,NA,4,2,3,4,NA,5,NA,2,NA
3,NA,NA,NA,NA,1,2,5,2,NA,3,NA,2,5,NA,NA,NA,NA
3,2,NA,1,NA,NA,NA,4,NA,NA,5,NA,3,NA,4,NA,NA,610
3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,3,3,2,1,1,NA
3,NA,NA,NA,NA,2,1,4,1,4,NA,NA,NA,NA,3,1,NA,NA
3,NA,2,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,4,NA,NA,1344
3,NA,NA,3,NA,2,NA,4,NA,NA,5,NA,4,NA,3,NA,1,NA
3,4,1,NA,2,NA,NA,2,NA,NA,5,3,NA,NA,NA,NA,2,NA
3,1,NA,NA,NA,NA,2,2,3,2,5,NA,NA,NA,NA,NA,1,NA
3,2,NA,NA,1,2,NA,3,3,NA,NA,3,4,NA,NA,NA,NA,NA
3,1,NA,3,NA,1,4,NA,NA,NA,1,NA,NA,4,NA,NA,NA,739
3,NA,NA,4,NA,2,NA,2,NA,NA,5,NA,3,NA,3,NA,1,NA
4,NA,2,4,NA,1,NA,2,NA,5,4,NA,3,NA,NA,NA,NA,NA
4,NA,1,NA,1,NA,5,NA,NA,NA,NA,3,NA,NA,2,1,1,NA
4,NA,1,4,NA,NA,NA,3,NA,5,1,NA,NA,3,NA,1,NA,NA
4,NA,2,NA,2,1,3,3,NA,NA,NA,NA,NA,3,NA,2,NA,NA
4,NA,2,NA,1,NA,4,NA,NA,3,NA,NA,NA,NA,5,NA,2,459
4,NA,1,2,NA,NA,NA,4,NA,1,4,4,NA,NA,NA,NA,NA,1438
4,1,2,NA,NA,NA,NA,NA,NA,2,NA,2,3,NA,5,NA,NA,923
4,NA,NA,NA,NA,2,5,5,NA,NA,1,5,4,3,NA,NA,NA,NA
4,NA,NA,NA,1,NA,NA,4,2,5,NA,NA,1,4,NA,NA,1,NA
4,2,NA,NA,NA,NA,2,NA,NA,1,NA,4,4,NA,2,NA,NA,470
4,1,NA,NA,1,NA,3,NA,NA,1,NA,2,2,NA,NA,NA,1,NA
4,NA,2,NA,2,NA,NA,5,2,NA,1,NA,NA,NA,1,NA,2,NA
4,NA,NA,4,NA,NA,2,NA,3,3,3,NA,1,NA,NA,1,NA,NA
4,NA,NA,NA,2,2,5,NA,1,NA,5,NA,NA,NA,NA,1,NA,807
4,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,3,NA,1,1,NA,816
4,NA,NA,4,NA,NA,3,NA,3,1,NA,NA,NA,3,1,1,NA,NA
4,NA,NA,NA,NA,1,NA,NA,2,4,4,4,NA,NA,1,1,NA,NA
4,3,1,5,NA,NA,NA,NA,3,NA,3,NA,NA,NA,2,NA,1,NA
4,NA,NA,NA,NA,NA,1,3,3,NA,2,NA,3,5,NA,2,NA,NA
4,NA,1,5,2,NA,4,NA,NA,NA,4,NA,4,5,NA,NA,NA,NA
4,3,NA,1,NA,NA,5,3,NA,NA,NA,2,NA,NA,NA,1,1,NA
4,NA,NA,NA,2,NA,NA,NA,2,1,3,5,3,NA,NA,NA,2,NA
4,NA,1,4,1,NA,NA,NA,NA,NA,NA,4,2,1,NA,NA,2,NA
4,NA,2,NA,NA,NA,NA,NA,3,NA,2,4,3,NA,3,NA,2,NA
4,3,NA,5,NA,NA,2,NA,NA,NA,1,1,NA,NA,2,NA,2,NA
4,NA,NA,NA,1,1,3,4,2,NA,1,NA,NA,NA,NA,1,NA,NA
4,3,1,NA,NA,2,NA,NA,NA,NA,3,NA,2,1,NA,1,NA,NA
4,NA,NA,3,2,NA,NA,NA,NA,4,NA,2,NA,2,3,NA,NA,1582
4,3,NA,5,1,2,NA,5,NA,NA,NA,2,4,NA,NA,NA,NA,NA
4,NA,2,NA,2,1,NA,1,NA,NA,NA,3,NA,NA,NA,2,1,NA
4,NA,2,1,NA,1,NA,2,NA,NA,NA,2,NA,NA,5,2,NA,NA
4,NA,NA,NA,1,NA,5,NA,NA,2,3,4,3,NA,NA,NA,NA,876
4,NA,2,5,NA,NA,NA,NA,NA,3,4,NA,NA,NA,2,2,NA,955
4,4,NA,4,2,NA,4,NA,NA,1,4,NA,NA,3,NA,NA,NA,NA
4,NA,2,NA,NA,NA,2,5,NA,NA,3,1,NA,NA,NA,2,2,NA
4,NA,1,NA,2,NA,NA,NA,NA,5,NA,4,4,NA,NA,1,1,NA
4,NA,2,NA,NA,1,NA,2,3,NA,2,2,NA,NA,3,NA,NA,NA
4,NA,NA,NA,NA,2,3,4,3,NA,NA,NA,NA,5,4,NA,NA,1922
4,1,NA,1,NA,NA,1,NA,1,5,NA,1,1,NA,NA,NA,NA,NA
4,3,NA,3,NA,NA,NA,NA,3,NA,NA,3,2,NA,3,2,NA,NA
4,NA,NA,1,NA,2,NA,NA,NA,4,NA,5,2,NA,3,NA,2,NA
4,NA,NA,NA,NA,2,3,4,2,NA,2,3,NA,1,NA,NA,NA,NA
4,NA,1,NA,NA,NA,3,1,NA,NA,NA,5,4,NA,NA,2,NA,609
4,NA,NA,NA,2,NA,NA,4,2,4,5,NA,4,NA,NA,2,NA,NA
4,NA,2,NA,NA,2,NA,4,2,NA,2,NA,1,NA,NA,1,NA,NA
4,3,NA,2,1,NA,NA,NA,1,NA,5,2,NA,NA,3,NA,NA,NA
4,4,NA,NA,2,NA,NA,NA,2,5,1,NA,1,NA,NA,NA,NA,1106
4,NA,NA,NA,1,NA,NA,NA,NA,2,NA,3,4,NA,NA,1,2,561
4,NA,2,4,NA,NA,NA,NA,NA,NA,NA,3,NA,3,1,2,NA,816
4,NA,NA,3,2,NA,NA,NA,1,1,1,NA,NA,NA,5,NA,2,NA
4,NA,NA,NA,2,NA,5,1,1,5,NA,NA,4,NA,NA,1,NA,NA
4,NA,NA,NA,NA,2,1,NA,NA,NA,NA,4,1,4,5,NA,1,NA
4,NA,NA,2,NA,1,NA,NA,NA,NA,2,NA,NA,1,NA,1,2,761
4,3,NA,NA,2,NA,5,2,NA,3,NA,NA,1,NA,NA,NA,NA,1679
4,2,1,NA,NA,NA,NA,NA,2,NA,4,NA,2,NA,3,1,NA,NA
4,2,1,5,2,NA,NA,5,NA,NA,NA,NA,4,3,NA,NA,NA,NA
4,NA,NA,3,2,2,NA,1,1,NA,3,NA,NA,NA,NA,1,NA,NA
4,3,1,4,NA,1,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,1365
4,NA,1,5,2,2,NA,NA,NA,NA,NA,NA,1,NA,2,2,NA,NA
4,NA,1,1,2,NA,3,1,NA,NA,4,NA,NA,NA,NA,NA,NA,1744
4,NA,1,5,2,2,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,1117
4,NA,1,NA,NA,NA,NA,1,NA,1,NA,2,3,NA,3,NA,NA,1538
4,NA,2,NA,1,1,1,NA,2,NA,NA,3,NA,NA,NA,NA,2,NA
4,3,NA,2,NA,1,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,1937
4,NA,NA,NA,2,2,1,4,1,NA,NA,NA,NA,2,NA,NA,NA,1548
4,2,NA,NA,2,NA,4,NA,3,NA,5,NA,NA,NA,NA,2,1,NA
4,4,NA,5,1,1,NA,1,NA,NA,NA,NA,3,NA,4,NA,NA,NA
4,NA,NA,2,NA,NA,2,1,2,3,1,NA,NA,NA,1,NA,NA,NA
4,1,1,4,1,1,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA
4,NA,NA,3,NA,1,NA,NA,3,5,NA,1,NA,NA,3,NA,1,NA
4,2,NA,4,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,1330
4,4,NA,1,NA,NA,NA,1,NA,NA,1,4,1,NA,NA,2,NA,NA
4,NA,NA,NA,NA,2,NA,5,NA,NA,2,1,1,5,NA,NA,NA,848
4,NA,1,5,NA,1,NA,5,NA,5,4,NA,NA,NA,NA,2,NA,NA
4,3,NA,3,NA,NA,NA,3,2,NA,2,NA,NA,NA,1,NA,2,NA
5,4,2,NA,1,1,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,994
5,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,2,2,412
