subject,version,assignmentId,trial,attribute,rating,least_preferred,most_preferred,type,rt,rt2,full_or_lex,signed_weights,original_or_followup,stamp,id
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,0,Distance from home,1,,,lex_att_rating,7728,,,,,2022-06-27 19:26:45,57437
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,3,Number of other people present,1,,,wad_att_rating,6127,,,,,2022-06-27 19:26:54,57447
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,4,Duration,75,,,wad_att_rating,5104,,,,,2022-06-27 19:26:59,57456
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,8,Opportunity to socialize,0,,,wad_att_rating,3589,,,,,2022-06-27 19:27:03,57462
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,7,Amount of music,0,,,wad_att_rating,1138,,,,,2022-06-27 19:27:04,57465
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,2,Amount of food present,0,,,wad_att_rating,1104,,,,,2022-06-27 19:27:05,57468
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,1,Amount of alcohol present,49,,,wad_att_rating,4075,,,,,2022-06-27 19:27:09,57477
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,6,Indoors vs. outdoors,49,,,wad_att_rating,3100,,,,,2022-06-27 19:27:12,57484
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,0,Distance from home,100,,,wad_att_rating,3920,,,,,2022-06-27 19:27:16,57497
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,5,Amount of physical activity,23,,,wad_att_rating,3633,,,,,2022-06-27 19:27:20,57503
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,0,Distance from home,1,,,ew_att_rating,15546,,,,,2022-06-27 19:27:42,57537
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,0,Duration,1,,,ew_att_rating,15546,,,,,2022-06-27 19:27:42,57538
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,0,Amount of alcohol present,1,,,lex_att_rating,4839,,,,,2022-06-27 19:29:05,57649
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,7,Amount of music,37,,,wad_att_rating,5112,,,,,2022-06-27 19:29:20,57684
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,0,Distance from home,27,,,wad_att_rating,10829,,,,,2022-06-27 19:29:31,57699
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,1,Amount of alcohol present,75,,,wad_att_rating,2586,,,,,2022-06-27 19:29:34,57704
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,2,Amount of food present,65,,,wad_att_rating,3788,,,,,2022-06-27 19:29:38,57713
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,6,Indoors vs. outdoors,25,,,wad_att_rating,2957,,,,,2022-06-27 19:29:41,57719
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,8,Opportunity to socialize,10,,,wad_att_rating,3619,,,,,2022-06-27 19:29:44,57729
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,5,Amount of physical activity,11,,,wad_att_rating,1788,,,,,2022-06-27 19:29:46,57733
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,4,Duration,49,,,wad_att_rating,4053,,,,,2022-06-27 19:29:50,57741
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,3,Number of other people present,36,,,wad_att_rating,5148,,,,,2022-06-27 19:29:55,57752
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,0,Amount of alcohol present,1,,,lex_att_rating,6983,,,,,2022-06-27 19:30:13,57793
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,0,Distance from home,1,,,ew_att_rating,16087,,,,,2022-06-27 19:30:23,57816
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,0,Duration,1,,,ew_att_rating,16087,,,,,2022-06-27 19:30:23,57817
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,0,Amount of alcohol present,1,,,ew_att_rating,16087,,,,,2022-06-27 19:30:23,57818
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,0,Amount of food present,1,,,ew_att_rating,16087,,,,,2022-06-27 19:30:23,57819
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,0,Duration,1,,,ew_att_rating,18670,,,,,2022-06-27 19:30:42,57861
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,0,Amount of food present,1,,,ew_att_rating,18670,,,,,2022-06-27 19:30:42,57862
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,0,Amount of alcohol present,1,,,ew_att_rating,18670,,,,,2022-06-27 19:30:42,57863
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,6,Indoors vs. outdoors,51,,,wad_att_rating,10680,,,,,2022-06-27 19:30:56,57906
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,3,Number of other people present,25,,,wad_att_rating,3741,,,,,2022-06-27 19:31:00,57918
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,8,Opportunity to socialize,51,,,wad_att_rating,3214,,,,,2022-06-27 19:31:03,57926
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,4,Duration,73,,,wad_att_rating,3486,,,,,2022-06-27 19:31:06,57935
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,0,Distance from home,51,,,wad_att_rating,2828,,,,,2022-06-27 19:31:09,57943
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,0,Amount of food present,1,None,A Lot,direction,11491,,,,,2022-06-27 19:31:10,57947
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,5,Amount of physical activity,61,,,wad_att_rating,3108,,,,,2022-06-27 19:31:12,57960
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,7,Amount of music,50,,,wad_att_rating,2571,,,,,2022-06-27 19:31:15,57962
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,0,Amount of food present,1,None,A Little,direction,6233,,,,,2022-06-27 19:31:17,57968
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,2,Amount of food present,100,,,wad_att_rating,2676,,,,,2022-06-27 19:31:17,57969
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,0,Amount of food present,1,A Little,A Moderate Amount,direction,3328,,,,,2022-06-27 19:31:20,57979
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,5ce6fbd9a76bf00019cfd467,1,Amount of alcohol present,100,,,wad_att_rating,3958,,,,,2022-06-27 19:31:21,57982
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,0,Amount of food present,1,A Moderate Amount,A Lot,direction,6277,,,,,2022-06-27 19:31:26,57989
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,1,Duration,0,30 minutes,90 minutes,direction,1813,,,,,2022-06-27 19:31:30,57997
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,1,Duration,0,30 minutes,50 minutes,direction,3718,,,,,2022-06-27 19:31:34,58004
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,1,Duration,0,50 minutes,60 minutes,direction,2167,,,,,2022-06-27 19:31:36,58010
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,1,Duration,0,60 minutes,80 minutes,direction,1528,,,,,2022-06-27 19:31:37,58015
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,1,Duration,0,80 minutes,90 minutes,direction,1408,,,,,2022-06-27 19:31:39,58017
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,2,Amount of music,1,None,A Lot,direction,1423,,,,,2022-06-27 19:31:41,58023
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,2,Amount of music,1,None,A Little,direction,1048,,,,,2022-06-27 19:31:42,58028
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,2,Amount of music,1,A Little,A Moderate Amount,direction,2046,,,,,2022-06-27 19:31:44,58033
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,2,Amount of music,1,A Moderate Amount,A Lot,direction,2898,,,,,2022-06-27 19:31:47,58041
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,3,Amount of physical activity,0,None,A Lot,direction,3966,,,,,2022-06-27 19:31:52,58054
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,3,Amount of physical activity,0,None,A Little,direction,2610,,,,,2022-06-27 19:31:55,58061
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,3,Amount of physical activity,0,A Little,A Moderate Amount,direction,1374,,,,,2022-06-27 19:31:56,58063
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,3,Amount of physical activity,0,A Moderate Amount,A Lot,direction,1652,,,,,2022-06-27 19:31:58,58066
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,4,Indoors vs. outdoors,0,All Indoors,All Outdoors,direction,2834,,,,,2022-06-27 19:32:02,58074
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,4,Indoors vs. outdoors,1,All Indoors,Mostly Indoors,direction,2358,,,,,2022-06-27 19:32:04,58077
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,4,Indoors vs. outdoors,1,Mostly Indoors,Half Indoors and Half Outdoors,direction,2309,,,,,2022-06-27 19:32:06,58083
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,4,Indoors vs. outdoors,0,Half Indoors and Half Outdoors,Mostly Outdoors,direction,1333,,,,,2022-06-27 19:32:07,58085
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,4,Indoors vs. outdoors,1,Mostly Outdoors,All Outdoors,direction,2173,,,,,2022-06-27 19:32:10,58089
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,5,Opportunity to socialize,0,None,A Lot,direction,14618,,,,,2022-06-27 19:32:25,58115
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,5,Opportunity to socialize,0,None,A Little,direction,1175,,,,,2022-06-27 19:32:26,58117
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,5,Opportunity to socialize,0,A Little,A Moderate Amount,direction,1424,,,,,2022-06-27 19:32:28,58119
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,5,Opportunity to socialize,0,A Moderate Amount,A Lot,direction,1815,,,,,2022-06-27 19:32:29,58124
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,6,Amount of alcohol present,1,None,A Lot,direction,1131,,,,,2022-06-27 19:32:31,58128
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,6,Amount of alcohol present,1,None,A Little,direction,1144,,,,,2022-06-27 19:32:32,58131
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,6,Amount of alcohol present,1,A Little,A Moderate Amount,direction,1479,,,,,2022-06-27 19:32:34,58134
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,6,Amount of alcohol present,1,A Moderate Amount,A Lot,direction,1731,,,,,2022-06-27 19:32:36,58140
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,7,Distance from home,0,5 min away,60 min away,direction,2222,,,,,2022-06-27 19:32:39,58147
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,7,Distance from home,0,5 min away,20 min away,direction,1332,,,,,2022-06-27 19:32:40,58150
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,7,Distance from home,0,20 min away,35 min away,direction,1387,,,,,2022-06-27 19:32:42,58153
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,7,Distance from home,0,35 min away,45 min away,direction,1379,,,,,2022-06-27 19:32:43,58155
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,7,Distance from home,0,45 min away,60 min away,direction,1258,,,,,2022-06-27 19:32:44,58161
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,8,Number of other people present,1,3 people,12 people,direction,1533,,,,,2022-06-27 19:32:46,58174
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,8,Number of other people present,1,3 people,5 people,direction,1216,,,,,2022-06-27 19:32:48,58177
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,8,Number of other people present,1,5 people,8 people,direction,2286,,,,,2022-06-27 19:32:50,58183
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,8,Number of other people present,1,8 people,10 people,direction,1205,,,,,2022-06-27 19:32:51,58185
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,5ff0f1b0dd8cf14ba8957c5b,8,Number of other people present,1,10 people,12 people,direction,1427,,,,,2022-06-27 19:32:53,58187
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,0,Amount of music,1,None,A Lot,direction,10872,,,,,2022-06-27 19:32:53,58189
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,0,Amount of music,1,None,A Little,direction,6125,,,,,2022-06-27 19:32:59,58205
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,0,Amount of music,0,A Little,A Moderate Amount,direction,8062,,,,,2022-06-27 19:33:07,58222
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,0,Amount of music,0,A Moderate Amount,A Lot,direction,4406,,,,,2022-06-27 19:33:11,58232
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,5f849ae1da640812e4ec057c,1,Duration,0,30 minutes,90 minutes,direction,3375,,,,,2022-06-27 19:33:16,58242
