subject,version,browser_event,trial,time,stamp,id
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,blur,2,11504,2022-06-27 18:58:09,37861
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,focus,2,11668,2022-06-27 18:58:09,37863
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,blur,2,11679,2022-06-27 18:58:09,37864
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,focus,2,48193,2022-06-27 18:58:46,37882
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,fullscreenenter,2,48292,2022-06-27 18:58:46,37883
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,blur,3,100900,2022-06-27 18:59:39,37908
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,focus,3,145200,2022-06-27 19:00:23,37934
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,focus,3,147076,2022-06-27 19:00:25,37936
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,fullscreenexit,3,147079,2022-06-27 19:00:25,37937
5ff0f1b0dd8cf14ba8957c5b,ma_choice_v4_social_pilot1,blur,3,147075,2022-06-27 19:00:25,37938
62b9ac142a506642b5e0d9fb,ma_choice_v4_social_pilot1,fullscreenenter,2,21306,2022-06-27 19:01:59,37981
60de363dd092aad2911f14e2,ma_choice_v4_social_pilot1,fullscreenenter,2,6117,2022-06-27 19:07:31,38165
60de363dd092aad2911f14e2,ma_choice_v4_social_pilot1,fullscreenexit,4,22877,2022-06-27 19:07:48,38177
60de363dd092aad2911f14e2,ma_choice_v4_social_pilot1,blur,4,24050,2022-06-27 19:07:49,38178
6158f8d1ad08e224c817b97b,ma_choice_v4_social_pilot1,fullscreenenter,2,43086,2022-06-27 19:08:37,38203
5ce6fbd9a76bf00019cfd467,ma_choice_v4_social_pilot1,fullscreenenter,2,9822,2022-06-27 19:08:56,38208
6158f8d1ad08e224c817b97b,ma_choice_v4_social_pilot1,fullscreenexit,5,168542,2022-06-27 19:10:42,38248
5f849ae1da640812e4ec057c,ma_choice_v4_social_pilot1,fullscreenenter,2,8168,2022-06-27 19:11:37,38285
5c0ec45b05ed100001f7861e,ma_choice_v4_social_pilot1,fullscreenenter,2,9599,2022-06-27 19:12:12,38314
6172edcd801d608b50e9dda0,ma_choice_v4_social_pilot1,fullscreenenter,2,11165,2022-06-27 19:13:41,38399
5dabb030847579001115ed18,ma_choice_v4_social_pilot1,fullscreenenter,2,6467,2022-06-27 19:16:33,38504
