subject,version,assignmentId,trial,practice,opt1_id,opt2_id,attributes,opt1_values,opt2_values,choice,orig_choice,rt,stamp,id
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,1,0,-1,-1,"Romantic,Fantasy World,Action,Suspense,Funny,Drama,Violent,Science Fiction,Art","13,47,78,73,35,30,62,35,21","83,27,6,7,0,86,10,5,57",1,,7671,2022-06-24 12:58:55,150600
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,8,1,-1,-1,"Violent,Action,Science Fiction,Romantic,Suspense,Fantasy World,Funny,Drama,Art","1,3,18,15,3,26,5,51,99","37,24,48,41,31,46,65,14,10",1,,7364,2022-06-24 12:58:56,150601
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,2,0,-1,-1,"Violent,Romantic,Fantasy World,Science Fiction,Suspense,Drama,Action,Funny,Art","88,5,59,30,69,82,26,5,38","23,37,16,2,11,16,5,83,12",1,,7758,2022-06-24 12:59:04,150602
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,9,1,-1,-1,"Suspense,Science Fiction,Funny,Romantic,Art,Violent,Action,Fantasy World,Drama","0,8,9,0,66,13,11,57,4","80,37,35,41,42,57,69,23,78",0,,8858,2022-06-24 12:59:05,150603
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,3,0,-1,-1,"Romantic,Action,Fantasy World,Drama,Art,Violent,Suspense,Science Fiction,Funny","3,92,66,21,5,70,14,52,45","23,7,41,78,43,2,80,8,10",1,,7744,2022-06-24 12:59:12,150604
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,4,0,-1,-1,"Suspense,Art,Action,Science Fiction,Violent,Fantasy World,Romantic,Funny,Drama","31,46,75,100,22,54,0,24,51","6,-1,19,27,1,28,26,1,72",1,,10650,2022-06-24 12:59:24,150605
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,5,0,-1,-1,"Drama,Funny,Action,Art,Violent,Fantasy World,Suspense,Science Fiction,Romantic","17,73,64,18,17,34,19,68,4","76,6,11,69,77,58,77,16,82",1,,8131,2022-06-24 12:59:33,150606
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,6,0,-1,-1,"Suspense,Violent,Funny,Art,Action,Drama,Fantasy World,Science Fiction,Romantic","1,73,25,71,61,26,30,42,0","58,1,1,24,28,63,51,20,31",1,,7656,2022-06-24 12:59:42,150607
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,7,0,-1,-1,"Science Fiction,Action,Romantic,Art,Violent,Drama,Fantasy World,Funny,Suspense","28,11,30,94,18,56,66,4,12","77,92,50,26,81,76,37,66,76",1,,7763,2022-06-24 12:59:51,150608
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,8,0,-1,-1,"Drama,Action,Violent,Science Fiction,Fantasy World,Funny,Romantic,Art,Suspense","72,5,69,0,35,0,13,91,53","22,35,1,36,67,20,36,20,5",1,,7567,2022-06-24 12:59:59,150609
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,9,0,-1,-1,"Suspense,Romantic,Fantasy World,Drama,Art,Science Fiction,Violent,Funny,Action","4,0,75,6,12,100,5,12,41","25,21,45,70,100,32,33,53,15",1,,7567,2022-06-24 13:00:08,150610
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,10,0,-1,-1,"Action,Fantasy World,Suspense,Funny,Romantic,Drama,Science Fiction,Violent,Art","71,60,19,45,86,14,29,14,16","13,34,80,6,14,62,1,68,65",0,,8037,2022-06-24 13:00:17,150611
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,11,0,-1,-1,"Action,Art,Fantasy World,Science Fiction,Suspense,Funny,Romantic,Drama,Violent","37,6,58,45,12,53,38,15,5","5,27,37,14,48,14,11,79,66",0,,17539,2022-06-24 13:00:35,150612
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,0,0,-1,-1,"Drama,Funny,Violent,Science Fiction,Action,Fantasy World,Suspense,Romantic,Art","7,1,32,35,79,39,56,8,8","76,23,1,10,14,14,19,70,30",0,,65995,2022-06-24 13:00:37,150613
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,12,0,-1,-1,"Suspense,Art,Funny,Fantasy World,Drama,Science Fiction,Action,Violent,Romantic","9,15,66,83,11,14,19,13,78","73,49,14,46,79,70,62,87,15",0,,7527,2022-06-24 13:00:44,150614
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,13,0,-1,-1,"Fantasy World,Action,Science Fiction,Suspense,Art,Funny,Romantic,Drama,Violent","55,7,50,31,38,44,5,22,21","12,59,18,2,3,7,33,63,1",1,,7573,2022-06-24 13:00:52,150615
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,1,0,-1,-1,"Art,Funny,Action,Suspense,Science Fiction,Drama,Violent,Romantic,Fantasy World","44,24,37,12,38,18,22,26,87","2,1,3,81,12,71,2,50,38",0,,20987,2022-06-24 13:00:59,150616
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,14,0,-1,-1,"Drama,Art,Fantasy World,Suspense,Violent,Action,Romantic,Science Fiction,Funny","15,10,65,55,12,92,25,7,52","55,62,40,21,75,5,2,32,1",0,,12191,2022-06-24 13:01:06,150617
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,2,0,-1,-1,"Funny,Science Fiction,Fantasy World,Art,Violent,Action,Suspense,Drama,Romantic","1,0,13,51,37,7,75,23,0","21,28,43,-1,4,34,5,64,88",0,,7596,2022-06-24 13:01:07,150618
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,15,0,-1,-1,"Violent,Suspense,Fantasy World,Funny,Action,Science Fiction,Drama,Romantic,Art","11,19,50,9,42,81,64,23,29","60,77,26,50,7,22,20,0,7",0,,10697,2022-06-24 13:01:17,150619
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,3,0,-1,-1,"Violent,Drama,Science Fiction,Suspense,Fantasy World,Action,Art,Funny,Romantic","60,23,8,35,46,91,14,63,72","3,77,44,1,69,2,46,2,14",0,,12720,2022-06-24 13:01:21,150620
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,16,0,-1,-1,"Violent,Art,Action,Suspense,Science Fiction,Fantasy World,Romantic,Drama,Funny","54,23,30,63,37,44,6,15,9","8,55,8,0,1,75,83,71,30",1,,8923,2022-06-24 13:01:27,150621
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,4,0,-1,-1,"Violent,Fantasy World,Drama,Action,Funny,Romantic,Science Fiction,Art,Suspense","7,38,36,84,43,14,100,36,62","75,62,76,8,9,47,49,84,30",1,,12706,2022-06-24 13:01:35,150622
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,17,0,-1,-1,"Romantic,Funny,Science Fiction,Art,Violent,Drama,Fantasy World,Action,Suspense","37,24,63,72,12,76,29,7,45","5,1,17,13,47,17,65,30,75",0,,14049,2022-06-24 13:01:43,150623
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,5,0,-1,-1,"Fantasy World,Funny,Action,Art,Science Fiction,Suspense,Romantic,Violent,Drama","67,20,35,20,36,5,36,1,22","35,0,5,91,0,53,13,69,72",1,,9951,2022-06-24 13:01:46,150624
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,18,0,-1,-1,"Action,Fantasy World,Science Fiction,Art,Funny,Violent,Romantic,Suspense,Drama","80,59,28,34,15,51,37,12,8","1,37,52,83,43,7,79,69,32",1,,7897,2022-06-24 13:01:51,150625
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,19,0,-1,-1,"Fantasy World,Art,Suspense,Science Fiction,Violent,Funny,Romantic,Drama,Action","63,47,11,44,1,0,5,73,4","37,14,73,19,57,64,47,36,90",1,,7876,2022-06-24 13:02:00,150626
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,6,0,-1,-1,"Fantasy World,Funny,Romantic,Suspense,Drama,Violent,Art,Action,Science Fiction","37,63,53,26,67,20,30,25,47","63,1,3,1,6,61,0,49,27",0,,20635,2022-06-24 13:02:07,150627
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,20,0,-1,-1,"Fantasy World,Suspense,Science Fiction,Drama,Romantic,Funny,Violent,Action,Art","62,30,49,76,47,9,75,8,84","38,62,100,36,14,43,7,84,36",0,,7720,2022-06-24 13:02:09,150628
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,7,0,-1,-1,"Suspense,Drama,Romantic,Science Fiction,Fantasy World,Art,Funny,Action,Violent","26,9,88,34,44,2,3,5,3","73,73,5,82,75,35,35,34,49",1,,9196,2022-06-24 13:02:17,150629
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,21,0,-1,-1,"Violent,Fantasy World,Drama,Suspense,Art,Funny,Action,Romantic,Science Fiction","4,62,86,69,27,52,75,25,58","26,41,20,2,80,0,5,47,18",0,,10152,2022-06-24 13:02:20,150630
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,8,0,-1,-1,"Romantic,Funny,Suspense,Drama,Fantasy World,Art,Violent,Action,Science Fiction","30,4,12,56,66,94,18,11,28","50,66,76,76,37,26,81,92,77",1,,7675,2022-06-24 13:02:26,150631
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,22,0,-1,-1,"Suspense,Fantasy World,Funny,Romantic,Art,Drama,Violent,Action,Science Fiction","3,28,29,11,90,35,21,3,22","79,51,6,39,22,15,54,87,45",1,,7609,2022-06-24 13:02:29,150632
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,23,0,-1,-1,"Violent,Drama,Art,Science Fiction,Romantic,Fantasy World,Funny,Action,Suspense","23,10,13,22,10,38,66,6,7","1,32,71,48,92,66,6,30,39",1,,7767,2022-06-24 13:02:38,150633
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,9,0,-1,-1,"Action,Art,Suspense,Violent,Drama,Romantic,Funny,Fantasy World,Science Fiction","15,38,32,71,70,1,1,39,17","78,4,10,15,29,37,52,66,45",1,,10635,2022-06-24 13:02:38,150634
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,24,0,-1,-1,"Violent,Drama,Science Fiction,Funny,Fantasy World,Suspense,Action,Art,Romantic","1,30,15,24,35,3,3,43,5","49,75,36,4,66,89,73,23,37",1,,7607,2022-06-24 13:02:46,150635
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,25,0,-1,-1,"Drama,Romantic,Science Fiction,Funny,Action,Suspense,Art,Fantasy World,Violent","33,0,100,1,75,57,50,37,85","73,49,42,37,18,6,7,91,1",1,,7589,2022-06-24 13:02:55,150636
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,10,0,-1,-1,"Drama,Violent,Fantasy World,Action,Funny,Art,Science Fiction,Suspense,Romantic","3,43,38,14,1,39,14,64,1","31,22,88,91,71,16,76,16,21",1,,20459,2022-06-24 13:02:59,150637
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,26,0,-1,-1,"Romantic,Science Fiction,Drama,Fantasy World,Art,Violent,Funny,Suspense,Action","51,42,63,61,5,1,11,9,18","15,1,19,37,25,24,48,30,90",0,,7730,2022-06-24 13:03:04,150638
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,11,0,-1,-1,"Drama,Fantasy World,Funny,Romantic,Science Fiction,Art,Action,Violent,Suspense","91,12,2,17,0,81,11,62,65","3,37,82,42,32,20,90,1,8",1,,11459,2022-06-24 13:03:12,150639
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,27,0,-1,-1,"Art,Funny,Violent,Suspense,Fantasy World,Romantic,Action,Drama,Science Fiction","62,0,10,78,23,27,9,15,2","0,23,54,2,49,4,33,44,22",0,,8244,2022-06-24 13:03:13,150640
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,12,0,-1,-1,"Suspense,Romantic,Science Fiction,Action,Violent,Art,Drama,Fantasy World,Funny","74,3,79,82,65,8,19,84,5","2,40,20,19,1,34,73,48,25",0,,7465,2022-06-24 13:03:20,150641
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,28,0,-1,-1,"Drama,Violent,Funny,Romantic,Fantasy World,Art,Science Fiction,Suspense,Action","45,1,2,7,35,3,26,73,35","17,31,69,68,64,24,67,24,74",1,,7681,2022-06-24 13:03:21,150642
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,29,0,-1,-1,"Suspense,Funny,Science Fiction,Action,Art,Romantic,Fantasy World,Drama,Violent","76,1,6,12,25,43,67,16,2","15,22,55,80,87,14,40,59,71",0,,8524,2022-06-24 13:03:31,150643
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,13,0,-1,-1,"Fantasy World,Funny,Art,Drama,Suspense,Science Fiction,Violent,Action,Romantic","45,15,50,51,84,23,71,50,47","81,56,5,76,6,48,15,8,21",0,,11075,2022-06-24 13:03:32,150644
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,30,0,-1,-1,"Fantasy World,Suspense,Science Fiction,Romantic,Art,Violent,Funny,Drama,Action","11,32,13,47,53,41,2,78,3","53,4,90,16,22,2,67,13,24",0,,7838,2022-06-24 13:03:40,150645
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,14,0,-1,-1,"Violent,Funny,Suspense,Fantasy World,Drama,Science Fiction,Romantic,Art,Action","3,78,19,49,44,41,52,7,7","78,18,49,74,4,100,1,71,89",1,,7333,2022-06-24 13:03:41,150646
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,31,0,-1,-1,"Art,Drama,Romantic,Science Fiction,Suspense,Violent,Funny,Action,Fantasy World","20,3,42,32,8,1,82,90,37","81,91,17,0,65,62,2,11,12",0,,8673,2022-06-24 13:03:50,150647
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,15,0,-1,-1,"Art,Violent,Science Fiction,Funny,Romantic,Drama,Suspense,Action,Fantasy World","64,3,16,1,1,69,81,14,32","11,32,47,32,22,5,1,48,53",0,,12970,2022-06-24 13:03:55,150648
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,32,0,-1,-1,"Drama,Action,Art,Fantasy World,Romantic,Funny,Science Fiction,Violent,Suspense","5,48,11,53,22,32,47,32,1","69,14,64,32,1,1,16,3,81",0,,7652,2022-06-24 13:03:58,150649
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,16,0,-1,-1,"Drama,Suspense,Action,Science Fiction,Art,Funny,Fantasy World,Violent,Romantic","75,54,88,46,50,2,46,78,2","22,1,2,26,71,33,24,1,78",0,,9310,2022-06-24 13:04:05,150650
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,33,0,-1,-1,"Suspense,Violent,Science Fiction,Romantic,Action,Fantasy World,Art,Drama,Funny","27,33,56,30,25,71,2,57,82","0,1,30,74,3,29,55,11,13",1,,7603,2022-06-24 13:04:07,150651
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,17,0,-1,-1,"Art,Fantasy World,Science Fiction,Drama,Action,Romantic,Funny,Violent,Suspense","65,34,1,62,13,14,6,68,80","16,60,29,14,71,86,45,14,19",0,,9131,2022-06-24 13:04:15,150652
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,34,0,-1,-1,"Violent,Science Fiction,Fantasy World,Romantic,Funny,Action,Drama,Suspense,Art","3,41,49,52,78,7,44,19,7","78,100,74,1,18,89,4,49,71",0,,7688,2022-06-24 13:04:16,150653
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,35,0,-1,-1,"Violent,Suspense,Drama,Science Fiction,Romantic,Art,Action,Funny,Fantasy World","1,19,76,10,70,30,14,23,14","32,56,7,35,8,8,79,1,39",0,,7607,2022-06-24 13:04:24,150654
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,18,0,-1,-1,"Violent,Funny,Romantic,Fantasy World,Action,Science Fiction,Art,Suspense,Drama","29,7,2,41,64,99,18,7,12","1,44,85,17,3,9,46,37,91",1,,9572,2022-06-24 13:04:26,150655
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,19,0,-1,-1,"Suspense,Fantasy World,Art,Science Fiction,Romantic,Violent,Funny,Drama,Action","1,54,4,25,2,1,29,4,5","64,32,80,52,25,47,72,47,90",1,,12268,2022-06-24 13:04:39,150656
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,20,0,-1,-1,"Funny,Suspense,Art,Fantasy World,Violent,Science Fiction,Drama,Romantic,Action","10,89,90,46,6,70,68,63,48","76,1,16,74,65,33,14,7,14",0,,7285,2022-06-24 13:04:47,150657
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,36,0,-1,-1,"Funny,Romantic,Fantasy World,Science Fiction,Drama,Action,Art,Suspense,Violent","6,5,24,10,77,10,79,0,2","65,28,46,53,19,68,1,24,31",1,,27324,2022-06-24 13:04:53,150658
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,21,0,-1,-1,"Action,Science Fiction,Suspense,Fantasy World,Art,Drama,Romantic,Violent,Funny","56,88,11,53,15,4,37,1,37","8,22,48,32,54,63,3,33,2",0,,10636,2022-06-24 13:04:59,150659
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,37,0,-1,-1,"Romantic,Action,Science Fiction,Art,Violent,Drama,Funny,Fantasy World,Suspense","85,3,9,46,1,91,44,17,37","2,64,99,18,29,12,7,41,7",0,,11378,2022-06-24 13:05:05,150660
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,22,0,-1,-1,"Action,Science Fiction,Drama,Funny,Art,Violent,Romantic,Suspense,Fantasy World","5,71,52,26,17,1,0,61,23","40,0,31,3,42,97,20,9,67",1,,13232,2022-06-24 13:05:13,150661
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,38,0,-1,-1,"Romantic,Action,Funny,Drama,Fantasy World,Science Fiction,Suspense,Art,Violent","14,2,2,77,69,44,1,46,3","72,91,63,23,46,8,35,14,60",1,,7781,2022-06-24 13:05:14,150662
60fd6ed24d3d9325c1a4ccb0,ma_choice_v4_movies_pilot2,60fd6ed24d3d9325c1a4ccb0,39,0,-1,-1,"Romantic,Drama,Funny,Science Fiction,Violent,Action,Suspense,Art,Fantasy World","23,76,6,27,53,3,28,69,56","2,12,72,7,1,27,7,3,35",0,,7523,2022-06-24 13:05:22,150663
5bd47734506cd3000101d181,ma_choice_v4_movies_pilot2,5bd47734506cd3000101d181,23,0,-1,-1,"Drama,Violent,Fantasy World,Action,Funny,Suspense,Science Fiction,Art,Romantic","73,30,46,2,60,26,19,60,74","5,2,75,28,9,2,41,15,9",0,,10870,2022-06-24 13:05:25,150664
