subject,version,assignmentId,trial,practice,opt1_id,opt2_id,attributes,opt1_values,opt2_values,choice,orig_choice,rt,stamp,id
5aebb2f6aa05510001ff6561,ma_choice_v4_movies_pilot1,5aebb2f6aa05510001ff6561,0,0,-1,-1,"Violent,Romantic,Fantasy World,Science Fiction,Drama,Action,Suspense,Funny,Art","1%,70%,56%,33%,5%,22%,2%,58%,7%","36%,11%,34%,10%,26%,81%,70%,1%,61%",0,,34481,2022-06-23 15:16:55,146533
5aebb2f6aa05510001ff6561,ma_choice_v4_movies_pilot1,5aebb2f6aa05510001ff6561,1,0,-1,-1,"Violent,Funny,Romantic,Fantasy World,Action,Science Fiction,Drama,Art,Suspense","68%,2%,7%,41%,32%,63%,75%,80%,76%","1%,22%,63%,68%,8%,38%,18%,9%,1%",1,,37248,2022-06-23 15:17:34,146543
5aebb2f6aa05510001ff6561,ma_choice_v4_movies_pilot1,5aebb2f6aa05510001ff6561,2,0,-1,-1,"Fantasy World,Funny,Action,Drama,Suspense,Science Fiction,Violent,Romantic,Art","41%,10%,7%,78%,80%,8%,2%,23%,43%","66%,45%,92%,21%,14%,52%,70%,3%,5%",0,,13146,2022-06-23 15:17:48,146548
5aebb2f6aa05510001ff6561,ma_choice_v4_movies_pilot1,5aebb2f6aa05510001ff6561,3,0,-1,-1,"Art,Action,Science Fiction,Drama,Violent,Funny,Fantasy World,Suspense,Romantic","33%,7%,4%,22%,1%,33%,68%,5%,73%","2%,31%,30%,79%,26%,1%,31%,84%,47%",0,,65764,2022-06-23 15:18:55,146561
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,0,1,-1,-1,"Funny,Drama,Fantasy World,Romantic,Violent,Art,Suspense,Action,Science Fiction","9%,4%,57%,0%,13%,66%,0%,11%,8%","35%,78%,23%,41%,57%,42%,80%,69%,37%",1,,24481,2022-06-23 15:18:55,146562
5aebb2f6aa05510001ff6561,ma_choice_v4_movies_pilot1,5aebb2f6aa05510001ff6561,4,0,-1,-1,"Violent,Suspense,Art,Romantic,Drama,Science Fiction,Action,Fantasy World,Funny","37%,75%,51%,0%,23%,0%,7%,13%,1%","4%,5%,-1%,88%,64%,28%,34%,43%,21%",1,,11882,2022-06-23 15:19:08,146564
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,1,1,-1,-1,"Funny,Science Fiction,Suspense,Action,Fantasy World,Violent,Romantic,Art,Drama","1%,17%,19%,6%,34%,39%,0%,65%,80%","30%,87%,90%,79%,65%,3%,25%,13%,22%",1,,12153,2022-06-23 15:19:08,146565
5aebb2f6aa05510001ff6561,ma_choice_v4_movies_pilot1,5aebb2f6aa05510001ff6561,5,0,-1,-1,"Fantasy World,Science Fiction,Suspense,Funny,Drama,Art,Violent,Action,Romantic","40%,21%,82%,7%,27%,18%,2%,45%,31%","76%,42%,61%,88%,58%,69%,26%,9%,5%",0,,13738,2022-06-23 15:19:22,146568
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,2,1,-1,-1,"Fantasy World,Violent,Art,Drama,Action,Science Fiction,Funny,Suspense,Romantic","34%,26%,74%,84%,3%,22%,1%,48%,9%","55%,3%,8%,12%,27%,51%,80%,12%,35%",1,,15824,2022-06-23 15:19:25,146570
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,3,1,-1,-1,"Fantasy World,Drama,Suspense,Science Fiction,Action,Funny,Violent,Art,Romantic","19%,47%,87%,14%,33%,12%,2%,38%,52%","41%,5%,1%,43%,3%,52%,32%,4%,1%",0,,20694,2022-06-23 15:19:46,146574
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,4,1,-1,-1,"Violent,Art,Science Fiction,Fantasy World,Action,Romantic,Suspense,Drama,Funny","1%,11%,15%,31%,20%,100%,2%,21%,3%","78%,69%,47%,54%,83%,21%,78%,61%,47%",1,,23313,2022-06-23 15:20:11,146578
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,5,1,-1,-1,"Romantic,Action,Art,Drama,Violent,Fantasy World,Science Fiction,Suspense,Funny","75%,34%,58%,61%,5%,39%,30%,54%,1%","21%,56%,23%,39%,27%,66%,51%,20%,64%",0,,14855,2022-06-23 15:20:27,146581
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,0,1,-1,-1,"Drama,Action,Fantasy World,Science Fiction,Funny,Violent,Suspense,Romantic,Art","14%,24%,46%,48%,65%,37%,31%,41%,10%","51%,3%,26%,18%,5%,1%,3%,15%,99%",1,,12032,2022-06-23 15:20:29,146582
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,1,1,-1,-1,"Violent,Suspense,Drama,Funny,Action,Art,Science Fiction,Romantic,Fantasy World","2%,87%,47%,12%,33%,38%,14%,52%,19%","32%,1%,5%,52%,3%,4%,43%,1%,41%",0,,9147,2022-06-23 15:20:39,146586
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,2,1,-1,-1,"Art,Romantic,Suspense,Science Fiction,Action,Violent,Fantasy World,Funny,Drama","14%,39%,18%,47%,18%,13%,61%,56%,11%","79%,3%,62%,24%,66%,68%,34%,16%,73%",0,,8043,2022-06-23 15:20:48,146590
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,6,1,-1,-1,"Funny,Violent,Romantic,Fantasy World,Suspense,Drama,Art,Science Fiction,Action","61%,74%,18%,40%,69%,15%,24%,47%,36%","16%,28%,78%,75%,10%,78%,50%,22%,15%",1,,23690,2022-06-23 15:20:51,146591
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,3,1,-1,-1,"Violent,Action,Art,Fantasy World,Suspense,Drama,Funny,Romantic,Science Fiction","5%,34%,58%,39%,54%,61%,1%,75%,30%","27%,56%,23%,66%,20%,39%,64%,21%,51%",0,,9032,2022-06-23 15:20:58,146595
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,7,1,-1,-1,"Fantasy World,Suspense,Art,Violent,Science Fiction,Romantic,Funny,Drama,Action","26%,3%,99%,1%,18%,15%,5%,51%,3%","46%,31%,10%,37%,48%,41%,65%,14%,24%",1,,9633,2022-06-23 15:21:02,146596
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,4,1,-1,-1,"Art,Suspense,Romantic,Violent,Funny,Drama,Fantasy World,Science Fiction,Action","69%,78%,21%,78%,47%,61%,54%,47%,83%","11%,2%,100%,1%,3%,21%,31%,15%,20%",0,,7955,2022-06-23 15:21:07,146600
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,8,1,-1,-1,"Art,Suspense,Action,Science Fiction,Violent,Drama,Fantasy World,Romantic,Funny","14%,18%,18%,47%,13%,11%,61%,39%,56%","79%,62%,66%,24%,68%,73%,34%,3%,16%",1,,14280,2022-06-23 15:21:17,146604
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,5,1,-1,-1,"Art,Drama,Violent,Funny,Suspense,Action,Romantic,Science Fiction,Fantasy World","66%,4%,13%,9%,0%,11%,0%,8%,57%","42%,78%,57%,35%,80%,69%,41%,37%,23%",1,,9736,2022-06-23 15:21:18,146605
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,6,1,-1,-1,"Funny,Art,Romantic,Drama,Violent,Fantasy World,Suspense,Science Fiction,Action","0%,70%,14%,65%,3%,25%,2%,20%,3%","73%,36%,37%,21%,30%,46%,24%,45%,34%",1,,7852,2022-06-23 15:21:27,146609
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,9,1,-1,-1,"Violent,Drama,Suspense,Action,Art,Fantasy World,Funny,Romantic,Science Fiction","3%,65%,2%,3%,70%,25%,0%,14%,20%","30%,21%,24%,34%,36%,46%,73%,37%,45%",0,,13841,2022-06-23 15:21:32,146611
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,7,1,-1,-1,"Funny,Action,Romantic,Fantasy World,Art,Drama,Science Fiction,Violent,Suspense","30%,79%,25%,65%,13%,22%,87%,3%,90%","1%,6%,0%,34%,65%,80%,17%,39%,19%",0,,7676,2022-06-23 15:21:36,146613
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,8,1,-1,-1,"Art,Funny,Action,Suspense,Fantasy World,Romantic,Drama,Science Fiction,Violent","24%,61%,36%,69%,40%,18%,15%,47%,74%","50%,16%,15%,10%,75%,78%,78%,22%,28%",0,,9065,2022-06-23 15:21:46,146616
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,9,1,-1,-1,"Fantasy World,Violent,Science Fiction,Action,Drama,Suspense,Romantic,Funny,Art","55%,3%,51%,27%,12%,12%,35%,80%,8%","34%,26%,22%,3%,84%,48%,9%,1%,74%",0,,8247,2022-06-23 15:21:55,146620
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,0,0,-1,-1,"Violent,Science Fiction,Fantasy World,Suspense,Romantic,Funny,Art,Action,Drama","7%,52%,37%,69%,79%,43%,83%,1%,32%","51%,28%,59%,12%,37%,15%,34%,80%,8%",0,,14575,2022-06-23 15:22:09,146624
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,1,0,-1,-1,"Romantic,Action,Violent,Suspense,Drama,Fantasy World,Art,Funny,Science Fiction","3%,84%,45%,43%,20%,31%,-1%,4%,3%","65%,17%,1%,10%,40%,55%,22%,66%,40%",1,,25267,2022-06-23 15:22:35,146630
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,0,0,-1,-1,"Action,Art,Drama,Suspense,Romantic,Science Fiction,Violent,Fantasy World,Funny","48%,90%,68%,89%,63%,70%,6%,46%,10%","14%,16%,14%,1%,7%,33%,65%,74%,76%",1,,9118,2022-06-23 15:22:37,146631
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,1,0,-1,-1,"Fantasy World,Romantic,Suspense,Art,Funny,Science Fiction,Drama,Violent,Action","47%,31%,20%,14%,80%,40%,14%,15%,20%","26%,10%,71%,69%,6%,14%,64%,79%,89%",0,,9212,2022-06-23 15:22:48,146634
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,2,0,-1,-1,"Funny,Art,Romantic,Drama,Science Fiction,Action,Suspense,Fantasy World,Violent","55%,3%,45%,16%,45%,44%,42%,34%,13%","2%,45%,15%,39%,25%,14%,0%,61%,34%",0,,16921,2022-06-23 15:22:53,146637
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,2,0,-1,-1,"Violent,Science Fiction,Art,Suspense,Funny,Fantasy World,Action,Drama,Romantic","85%,101%,50%,57%,1%,37%,75%,33%,0%","1%,42%,7%,6%,37%,91%,18%,73%,49%",1,,7735,2022-06-23 15:22:56,146638
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,3,0,-1,-1,"Violent,Art,Suspense,Fantasy World,Science Fiction,Funny,Romantic,Drama,Action","62%,21%,73%,47%,35%,35%,13%,30%,78%","10%,57%,7%,27%,5%,0%,83%,86%,6%",1,,11330,2022-06-23 15:23:09,146641
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,4,0,-1,-1,"Drama,Art,Romantic,Funny,Fantasy World,Violent,Action,Science Fiction,Suspense","12%,9%,2%,17%,60%,57%,5%,39%,25%","78%,42%,54%,54%,35%,10%,41%,17%,53%",1,,12623,2022-06-23 15:23:22,146644
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,3,0,-1,-1,"Action,Fantasy World,Art,Violent,Drama,Romantic,Suspense,Science Fiction,Funny","90%,37%,25%,24%,19%,15%,30%,1%,48%","18%,61%,5%,1%,63%,51%,9%,42%,11%",0,,30792,2022-06-23 15:23:25,146646
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,5,0,-1,-1,"Art,Violent,Science Fiction,Funny,Drama,Romantic,Action,Fantasy World,Suspense","15%,2%,41%,9%,5%,9%,28%,75%,2%","60%,30%,19%,60%,73%,74%,2%,46%,26%",0,,10753,2022-06-23 15:23:34,146648
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,4,0,-1,-1,"Funny,Violent,Romantic,Art,Fantasy World,Suspense,Drama,Science Fiction,Action","1%,2%,43%,25%,67%,76%,16%,6%,12%","22%,71%,14%,87%,40%,15%,59%,55%,80%",0,,14988,2022-06-23 15:23:41,146651
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,6,0,-1,-1,"Action,Romantic,Funny,Violent,Science Fiction,Drama,Suspense,Fantasy World,Art","90%,25%,72%,47%,52%,47%,64%,32%,80%","5%,2%,29%,1%,25%,4%,1%,54%,4%",1,,8809,2022-06-23 15:23:44,146652
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,7,0,-1,-1,"Action,Violent,Funny,Drama,Romantic,Science Fiction,Fantasy World,Suspense,Art","44%,13%,55%,16%,45%,45%,34%,42%,3%","14%,34%,2%,39%,15%,25%,61%,0%,45%",0,,8940,2022-06-23 15:23:54,146655
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,5,0,-1,-1,"Action,Science Fiction,Funny,Drama,Art,Violent,Fantasy World,Suspense,Romantic","78%,35%,35%,30%,21%,62%,47%,73%,13%","6%,5%,0%,86%,57%,10%,27%,7%,83%",0,,19108,2022-06-23 15:24:01,146657
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,8,0,-1,-1,"Funny,Art,Science Fiction,Fantasy World,Action,Violent,Romantic,Drama,Suspense","25%,71%,42%,30%,61%,73%,0%,26%,1%","1%,24%,20%,51%,28%,1%,31%,63%,58%",0,,8142,2022-06-23 15:24:03,146659
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,6,0,-1,-1,"Science Fiction,Action,Violent,Funny,Romantic,Art,Drama,Fantasy World,Suspense","63%,7%,12%,24%,37%,72%,76%,29%,45%","17%,30%,47%,1%,5%,13%,17%,65%,75%",0,,10434,2022-06-23 15:24:12,146661
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,9,0,-1,-1,"Romantic,Violent,Art,Science Fiction,Suspense,Action,Drama,Fantasy World,Funny","27%,30%,31%,39%,1%,51%,30%,66%,61%","0%,2%,7%,99%,71%,14%,4%,36%,1%",0,,8553,2022-06-23 15:24:13,146663
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,10,0,-1,-1,"Drama,Fantasy World,Suspense,Funny,Science Fiction,Action,Art,Romantic,Violent","6%,41%,4%,44%,45%,13%,23%,6%,1%","48%,81%,61%,85%,80%,42%,64%,27%,25%",1,,8302,2022-06-23 15:24:22,146665
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,11,0,-1,-1,"Drama,Romantic,Violent,Action,Suspense,Art,Funny,Fantasy World,Science Fiction","72%,13%,69%,5%,53%,91%,0%,35%,0%","22%,36%,1%,35%,5%,20%,20%,67%,36%",1,,7788,2022-06-23 15:24:31,146667
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,7,0,-1,-1,"Romantic,Action,Drama,Fantasy World,Suspense,Funny,Art,Violent,Science Fiction","72%,39%,7%,45%,30%,63%,9%,16%,36%","22%,12%,44%,24%,77%,2%,33%,76%,100%",0,,20362,2022-06-23 15:24:34,146670
5aebb2f6aa05510001ff6561,ma_choice_v4_movies_pilot1,5aebb2f6aa05510001ff6561,6,0,-1,-1,"Art,Romantic,Violent,Science Fiction,Suspense,Funny,Fantasy World,Drama,Action","3%,41%,16%,3%,20%,17%,49%,69%,12%","31%,10%,76%,99%,46%,43%,76%,34%,91%",0,,310888,2022-06-23 15:24:34,146671
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,12,0,-1,-1,"Art,Suspense,Funny,Romantic,Drama,Action,Fantasy World,Science Fiction,Violent","3%,7%,72%,2%,12%,27%,35%,7%,1%","69%,28%,6%,23%,76%,3%,56%,27%,53%",1,,9381,2022-06-23 15:24:41,146673
5aebb2f6aa05510001ff6561,ma_choice_v4_movies_pilot1,5aebb2f6aa05510001ff6561,7,0,-1,-1,"Violent,Romantic,Suspense,Funny,Art,Drama,Action,Science Fiction,Fantasy World","29%,40%,21%,9%,5%,7%,74%,14%,92%","4%,95%,45%,70%,37%,48%,11%,39%,40%",1,,7328,2022-06-23 15:24:43,146674
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,8,0,-1,-1,"Action,Art,Romantic,Suspense,Science Fiction,Drama,Fantasy World,Violent,Funny","8%,84%,47%,30%,49%,76%,62%,75%,9%","84%,36%,14%,62%,100%,36%,38%,7%,43%",1,,12446,2022-06-23 15:24:47,146675
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,13,0,-1,-1,"Science Fiction,Violent,Fantasy World,Romantic,Funny,Art,Suspense,Drama,Action","15%,1%,35%,5%,24%,43%,3%,30%,3%","36%,49%,66%,37%,4%,23%,89%,75%,73%",0,,8545,2022-06-23 15:24:51,146677
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,9,0,-1,-1,"Funny,Romantic,Drama,Action,Suspense,Art,Fantasy World,Violent,Science Fiction","24%,0%,51%,75%,31%,46%,54%,22%,100%","1%,26%,72%,19%,6%,-1%,28%,1%,27%",0,,12935,2022-06-23 15:25:01,146680
5aebb2f6aa05510001ff6561,ma_choice_v4_movies_pilot1,5aebb2f6aa05510001ff6561,8,0,-1,-1,"Fantasy World,Art,Funny,Drama,Suspense,Violent,Science Fiction,Romantic,Action","54%,46%,24%,51%,31%,22%,100%,0%,75%","28%,-1%,1%,72%,6%,1%,27%,26%,19%",0,,22994,2022-06-23 15:25:07,146682
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,14,0,-1,-1,"Action,Funny,Fantasy World,Drama,Romantic,Suspense,Art,Violent,Science Fiction","3%,1%,31%,74%,26%,53%,65%,1%,15%","57%,75%,80%,10%,0%,9%,8%,21%,86%",0,,15474,2022-06-23 15:25:07,146684
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,15,0,-1,-1,"Art,Drama,Violent,Romantic,Action,Funny,Suspense,Science Fiction,Fantasy World","25%,16%,2%,43%,12%,1%,76%,6%,67%","87%,59%,71%,14%,80%,22%,15%,55%,40%",0,,10054,2022-06-23 15:25:18,146689
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,10,0,-1,-1,"Violent,Action,Suspense,Drama,Art,Science Fiction,Romantic,Funny,Fantasy World","53%,3%,28%,76%,69%,27%,23%,6%,56%","1%,27%,7%,12%,3%,7%,2%,72%,35%",1,,18853,2022-06-23 15:25:21,146690
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,16,0,-1,-1,"Romantic,Art,Action,Funny,Fantasy World,Suspense,Violent,Drama,Science Fiction","68%,24%,74%,69%,64%,24%,31%,17%,67%","7%,3%,35%,2%,35%,73%,1%,45%,26%",0,,11807,2022-06-23 15:25:31,146693
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,11,0,-1,-1,"Science Fiction,Romantic,Suspense,Action,Art,Drama,Violent,Fantasy World,Funny","20%,31%,58%,28%,24%,63%,1%,51%,1%","42%,0%,1%,61%,71%,26%,73%,30%,25%",0,,12984,2022-06-23 15:25:35,146694
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,17,0,-1,-1,"Fantasy World,Funny,Action,Art,Suspense,Romantic,Drama,Violent,Science Fiction","45%,15%,50%,50%,84%,47%,51%,71%,23%","81%,56%,8%,5%,6%,21%,76%,15%,48%",1,,8370,2022-06-23 15:25:41,146696
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,18,0,-1,-1,"Suspense,Science Fiction,Romantic,Fantasy World,Drama,Funny,Action,Art,Violent","61%,42%,5%,76%,58%,88%,9%,69%,26%","82%,21%,31%,40%,27%,7%,45%,18%,2%",1,,9261,2022-06-23 15:25:51,146697
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,12,0,-1,-1,"Suspense,Drama,Fantasy World,Romantic,Violent,Action,Funny,Science Fiction,Art","27%,26%,41%,22%,15%,32%,1%,24%,74%","0%,68%,84%,2%,70%,3%,70%,79%,18%",1,,14844,2022-06-23 15:25:51,146698
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,19,0,-1,-1,"Funny,Science Fiction,Action,Art,Violent,Romantic,Suspense,Fantasy World,Drama","37%,88%,56%,15%,1%,37%,11%,53%,4%","2%,22%,8%,54%,33%,3%,48%,32%,63%",0,,8867,2022-06-23 15:26:01,146700
614f7ff5a3f96d1ecec5053a,ma_choice_v4_movies_pilot1,614f7ff5a3f96d1ecec5053a,13,0,-1,-1,"Art,Fantasy World,Drama,Action,Romantic,Suspense,Violent,Science Fiction,Funny","5%,81%,76%,8%,21%,6%,15%,48%,56%","50%,45%,51%,50%,47%,84%,71%,23%,15%",0,,14894,2022-06-23 15:26:07,146702
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,20,0,-1,-1,"Violent,Action,Art,Science Fiction,Fantasy World,Funny,Romantic,Suspense,Drama","57%,90%,14%,19%,37%,64%,47%,73%,36%","1%,4%,47%,44%,63%,0%,5%,11%,73%",1,,8491,2022-06-23 15:26:10,146703
5aebb2f6aa05510001ff6561,ma_choice_v4_movies_pilot1,5aebb2f6aa05510001ff6561,9,0,-1,-1,"Violent,Art,Drama,Science Fiction,Romantic,Fantasy World,Suspense,Funny,Action","88%,38%,82%,30%,5%,59%,69%,5%,26%","23%,12%,16%,2%,37%,16%,11%,83%,5%",1,,63593,2022-06-23 15:26:11,146704
60ddc7abdf6661b9c294691f,ma_choice_v4_movies_pilot1,60ddc7abdf6661b9c294691f,21,0,-1,-1,"Science Fiction,Violent,Suspense,Art,Fantasy World,Action,Romantic,Funny,Drama","9%,1%,37%,46%,17%,3%,85%,44%,91%","99%,29%,7%,18%,41%,64%,2%,7%,12%",1,,9805,2022-06-23 15:26:21,146706
