1,89,37,36,75,23,73,49,4,66
1,4,16,90,13,22,24,2,67,53
1,7,83,5,86,57,6,10,0,27
1,11,37,2,16,12,5,23,83,16
1,1,0,42,26,71,61,73,25,30
1,61,27,80,48,64,42,25,85,81
1,75,0,0,23,51,7,37,1,13
1,24,68,67,17,24,74,31,69,64
1,56,8,35,7,8,79,32,1,39
1,11,0,1,8,88,6,35,1,30
1,15,14,55,59,87,80,71,22,40
1,2,33,18,63,3,59,1,7,12
1,6,3,4,42,79,8,74,1,34
1,1,3,35,2,54,32,1,37,41
1,5,36,36,22,20,35,1,20,67
1,64,1,14,3,39,14,43,1,38
1,89,63,70,68,90,48,6,10,46
1,30,47,49,76,84,8,75,9,62
1,6,26,27,72,-1,19,1,1,28
1,28,23,27,76,69,3,53,6,56
1,12,30,28,56,94,11,18,4,66
1,61,0,71,52,17,5,1,26,23
1,7,2,99,12,18,64,29,7,41
1,27,22,24,26,74,32,15,1,41
1,46,10,64,31,36,77,66,28,50
1,54,77,36,58,7,44,30,28,39
1,76,17,26,79,79,3,50,0,45
1,46,10,99,34,31,91,76,43,76
1,57,0,101,33,50,75,85,1,37
1,9,78,14,11,15,19,13,66,83
1,88,24,15,40,26,56,68,24,35
1,35,72,8,23,14,91,60,63,46
1,11,39,72,65,10,51,4,75,42
1,1,46,30,42,9,5,1,11,69
1,27,30,56,57,2,25,33,82,71
1,1,22,47,5,11,48,32,32,53
1,57,34,8,78,54,11,60,6,22
1,14,3,52,21,5,92,70,45,66
1,82,31,21,27,18,45,2,7,40
1,81,50,12,71,2,3,2,1,38
1,70,11,10,26,61,81,36,1,34
1,71,0,99,4,7,14,2,1,36
1,32,1,17,70,38,15,71,1,39
1,84,47,30,79,2,31,26,1,31
1,19,23,81,64,29,42,11,9,50
1,40,0,5,65,89,2,40,0,15
1,26,53,47,67,30,25,20,63,37
1,33,52,46,28,22,23,13,66,58
1,11,43,73,22,13,33,35,41,76
1,21,44,1,64,76,23,27,21,100
1,69,25,58,86,27,75,4,52,62
1,0,83,1,71,55,8,8,30,75
1,30,15,1,19,25,90,24,48,37
1,45,37,63,76,72,7,12,24,29
1,18,3,17,42,32,43,26,60,38
1,77,82,16,76,69,11,77,6,58
1,49,1,103,4,71,89,78,18,74
1,73,5,82,73,35,34,49,35,75
1,71,10,14,64,69,89,79,6,26
1,49,52,27,74,28,23,100,3,42
1,77,22,100,44,33,12,76,2,24
1,11,37,88,4,15,56,1,37,53
1,69,79,52,32,83,1,7,43,37
1,79,56,38,72,41,59,73,13,49
1,1,2,25,4,4,5,1,29,54
1,15,42,45,26,26,21,1,51,67
1,4,83,30,7,31,10,13,69,46
1,76,7,63,75,80,32,68,2,41
1,6,21,48,76,5,8,15,56,81
1,3,11,22,35,90,3,21,29,28
1,2,40,20,73,34,19,1,25,48
1,26,74,19,73,60,2,30,60,46
1,1,78,26,22,71,2,1,33,24
1,5,5,35,10,2,2,6,66,57
1,25,21,32,70,107,15,33,53,45
1,7,10,22,10,13,6,23,66,38
1,14,0,25,77,70,3,14,49,63
1,43,3,3,20,-1,84,45,4,31
1,68,88,101,28,33,78,5,47,43
1,48,11,14,79,27,5,66,14,37
1,83,0,100,72,55,36,70,7,74
1,48,3,7,47,79,30,9,30,39
1,53,54,17,78,42,41,10,54,35
1,21,40,14,7,5,74,29,9,92
1,49,32,13,68,15,57,38,33,60
1,0,5,10,77,79,10,2,6,24
1,9,0,86,10,8,57,21,75,80
1,3,88,23,65,20,2,1,57,17
1,2,4,22,44,0,33,54,23,49
1,65,17,0,91,81,11,62,2,12
1,39,4,58,11,33,87,46,57,76
